id,keyword,text,publication_year
https://openalex.org/W3014373217,cryptocurrency,"Blockchain - Comparative Study on Bitcoin, Ripple and Libra Cryptocurrencies",2020
https://openalex.org/W2908022748,cryptocurrency,"Crypto Currency and its Susceptibility to Speculative Bubbles, Manipulation, Scams and Fraud",2019
https://openalex.org/W2775067249,cryptocurrency,Digital Cryptoeconomics Powered by Digital Cryptocurrency,2017
https://openalex.org/W4220866226,cryptocurrency,Cryptocurrency – The Next Big Thing,2022
https://openalex.org/W2991547294,cryptocurrency,Individual Risk Perception and Choice using Cryptocurrency for Transactions,2019
https://openalex.org/W2942199490,cryptocurrency,THE LEGALITY OF CRYPTOCURRENCY TRADE IN ACCORDANCE WITH THE PRINCIPLES OF ISLAMIC BANKING LAW,2018
https://openalex.org/W2790457280,cryptocurrency,Regulating Cryptocurrencies: New Challenges to Economic Security and Problems Created by Individuals Involved in the Schemes of Laundering Cryptocurrencies-Generated Profits,2018
https://openalex.org/W4387304781,cryptocurrency,Deep Learning with Attention Mechanism for Cryptocurrency Price Forecasting,2023
https://openalex.org/W4281721260,cryptocurrency,Electronic Healthcare Data Record Security Using Blockchain and Smart Contract,2022
https://openalex.org/W4387736152,metaverse,Retracted: Exploring the Impact of Avatar Customization in Metaverse: The Role of the Class Mode on Task Engagement and Expectancy-Value Beliefs for Fashion Education,2023
https://openalex.org/W4323914289,metaverse,The Role of Network Slicing and Edge Computing in the Metaverse Realization,2023
https://openalex.org/W4411868814,metaverse,"Social opportunities, learning practices, and performance in metaverse and virtual world: A comparative scoping review in higher education",2025
https://openalex.org/W4395027451,metaverse,"The Metaverse: Survey, Trends, Novel Pipeline Ecosystem &amp; Future Directions",2024
https://openalex.org/W4389379927,metaverse,Fashion and the metaverse: from omni-channel to direct-to-avatar,2023
https://openalex.org/W4310357565,metaverse,Enhancing Software Engineering Education in Africa through a Metaversity,2022
https://openalex.org/W4391148058,metaverse,The Effect of Metaverse Telepresence on Usage Satisfaction with Use: Verification of the Dual Mediation Effect of Immersion and Pleasure,2023
https://openalex.org/W4308702584,metaverse,Metaverse and Stock Market—A Study Based on Fama-French Model,2022
https://openalex.org/W4392053865,metaverse,The intention to adopt metaverse in Islamic banks: an integrated theoretical framework of TAM and religiosity intention model,2024
https://openalex.org/W4386075503,metaverse,CLOTH4D: A Dataset for Clothed Human Reconstruction,2023
https://openalex.org/W3097534055,edge computing,Air–Ground Surveillance Sensor Network based on edge computing for target tracking,2020
https://openalex.org/W4385877437,edge computing,Introduction to doors Workshops on Edge Computing (2021-2023),2023
https://openalex.org/W2975653970,edge computing,A Cloud-Guided Feature Extraction Approach for Image Retrieval in Mobile Edge Computing,2019
https://openalex.org/W4285154659,edge computing,A Comprehensive Study of Edge Computing and the Impact of Distributed Computing on Industrial Automation,2022
https://openalex.org/W3211401741,edge computing,Design and Research of Intelligent Educational Administration Management System Based on Mobile Edge Computing Internet,2021
https://openalex.org/W3000825015,edge computing,Performance Analysis of an Edge Computing SaaS System for Mobile Users,2020
https://openalex.org/W3114498441,edge computing,Discussion on Key Technologies of Cloud Game Based on 5G and Edge Computing,2020
https://openalex.org/W2783969327,edge computing,HealthEdge: Task scheduling for edge computing with health emergency and human behavior consideration in smart homes,2017
https://openalex.org/W2906794881,edge computing,Classifier based Gateway for Edge Computing,2018
https://openalex.org/W3130337639,edge computing,Vehicular Computation Offloading for Industrial Mobile Edge Computing,2021
https://openalex.org/W4395089732,generative ai,Regulating Generative AI: Ethical Considerations and Explainability Benchmarks,2024
https://openalex.org/W4402275853,generative ai,A Scoping Review of the Use of Generative AI in Assessment in Higher Education,2024
https://openalex.org/W4403060356,generative ai,"Current Landscape of Generative AI: Models, Applications, Regulations and Challenges",2024
https://openalex.org/W4410550460,generative ai,Generative AI-driven design optimization: eight key application scenarios,2025
https://openalex.org/W4404980484,generative ai,The Impact of Generative AI (ChatGPT) on the HR Functions Related Hiring Process,2024
https://openalex.org/W4398184768,generative ai,A Generative AI-Based Virtual Physician Assistant,2024
https://openalex.org/W4396807129,generative ai,"To ChatGPT, or not to ChatGPT: Navigating the paradoxes of generative AI in the advertising industry",2024
https://openalex.org/W4401517351,generative ai,Accelerated Discovery of Carbamate Cbl-b Inhibitors Using Generative AI Models and Structure-Based Drug Design,2024
https://openalex.org/W4398769297,generative ai,Treading water: new data on the impact of AI ethics information sessions in classics and ancient language pedagogy,2024
https://openalex.org/W4388523288,generative ai,Skilled for the Future: Information Literacy for AI Use by University Students in Africa and the Role of Librarians,2023
https://openalex.org/W2806820718,chatbot,Crowdsourcing for Reminiscence Chatbot Design,2018
https://openalex.org/W2945752171,chatbot,Chatbot Testing Using AI Planning,2019
https://openalex.org/W4409759577,chatbot,Can Generative AI Chatbots Emulate Human Connection? A Relationship Science Perspective,2025
https://openalex.org/W4387843512,chatbot,Exploring the Potential of Chatbots in Critical Care Nephrology,2023
https://openalex.org/W4390916400,chatbot,The Effect of Chatbot Services on Online Shop Customer Satisfaction,2023
https://openalex.org/W4321769588,chatbot,"Appli, chatbot et santé mentale : est-ce vraiment sérieux ?",2023
https://openalex.org/W4408177992,chatbot,Internet Wizard for Enhancing Open Domain Question Answering Chatbot Knowledge-Base in Information Seeking,2024
https://openalex.org/W4225102715,chatbot,An Effective Query Response using Chatbot,2022
https://openalex.org/W4293708047,chatbot,“How mAy I help you today?” The use of AI chatbots in small family businesses and the moderating role of customer affective commitment,2022
https://openalex.org/W3107604782,chatbot,Enabling Expert Critique at Scale with Chatbots and Micro Guidance,2020
https://openalex.org/W2016855451,augmented reality,"Why, when and how to use augmented reality agents (AuRAs)",2013
https://openalex.org/W2598819220,augmented reality,"Augmented reality with image registration, vision correction and sunlight readability via liquid crystal devices",2017
https://openalex.org/W3165078599,augmented reality,Adjacent surface trajectory planning of robot-assisted tooth preparation based on augmented reality,2021
https://openalex.org/W2944941530,augmented reality,Social interaction in augmented reality,2019
https://openalex.org/W2768086598,augmented reality,Digital Protection Method of Intangible Cultural Heritage Based on Augmented Reality Technology,2017
https://openalex.org/W1992085202,augmented reality,Evaluation of learners’ attitude toward learning in ARIES augmented reality environments,2013
https://openalex.org/W2903590028,augmented reality,Exploring Cultural Heritage Using Augmented Reality Through Google’s Project Tango and ARCore,2018
https://openalex.org/W2341977726,augmented reality,Augmented Reality on a C-Arm System: A Preclinical Assessment for Percutaneous Needle Localization,2016
https://openalex.org/W3106901152,augmented reality,Manual PCB assembly using Augmented Reality towards Total Quality,2020
https://openalex.org/W4403660530,augmented reality,An objective comparison of methods for augmented reality in laparoscopic liver resection by preoperative-to-intraoperative image fusion from the MICCAI2022 challenge,2024
