date,Big data,Quantum computing,Artificial General Intelligence,Cryptocurrency,Blockchain,isPartial_x,__batch_id___x,Metaverse,Edge computing,Generative AI,Chatbot,isPartial_y,__batch_id___y,Augmented reality,__batch_id__
2023-02-01,9,2,0,11,16,False,1,7.597560975609755,1.0130081300813008,1.5195121951219512,21.273170731707317,False,2,2.5325203252032518,3
2023-03-01,8,2,0,11,15,False,1,7.0910569105691055,0.5065040650406504,2.0260162601626015,16.714634146341464,False,2,2.0260162601626015,3
2023-04-01,8,1,0,11,14,False,1,5.571544715447154,0.5065040650406504,2.5325203252032518,15.19512195121951,False,2,2.0260162601626015,3
2023-05-01,9,2,0,9,14,False,1,5.0650406504065035,0.5065040650406504,4.558536585365854,14.68861788617886,False,2,2.0260162601626015,3
2023-06-01,9,2,0,9,14,False,1,4.558536585365854,0.5065040650406504,7.597560975609755,12.15609756097561,False,2,2.5325203252032518,3
2023-07-01,9,2,0,9,14,False,1,4.558536585365854,0.5065040650406504,6.584552845528455,12.15609756097561,False,2,2.0260162601626015,3
2023-08-01,8,2,0,9,14,False,1,3.5455284552845527,0.5065040650406504,6.584552845528455,10.130081300813007,False,2,2.0260162601626015,3
2023-09-01,9,2,0,8,14,False,1,3.5455284552845527,0.5065040650406504,6.584552845528455,11.143089430894308,False,2,2.0260162601626015,3
2023-10-01,9,2,0,8,14,False,1,5.0650406504065035,0.5065040650406504,6.584552845528455,11.143089430894308,False,2,2.0260162601626015,3
2023-11-01,8,2,0,9,13,False,1,3.5455284552845527,0.5065040650406504,6.078048780487805,11.649593495934958,False,2,2.0260162601626015,3
2023-12-01,7,2,0,10,14,False,1,3.0390243902439025,0.5065040650406504,6.078048780487805,9.623577235772357,False,2,2.0260162601626015,3
2024-01-01,8,2,0,10,14,False,1,4.052032520325203,0.5065040650406504,7.0910569105691055,10.636585365853659,False,2,2.0260162601626015,3
2024-02-01,8,2,0,10,17,False,1,3.0390243902439025,0.5065040650406504,8.104065040650406,11.649593495934958,False,2,2.5325203252032518,3
2024-03-01,8,2,0,13,19,False,1,3.0390243902439025,0.5065040650406504,7.597560975609755,11.143089430894308,False,2,2.5325203252032518,3
2024-04-01,8,2,0,9,18,False,1,3.0390243902439025,0.5065040650406504,7.597560975609755,11.649593495934958,False,2,2.0260162601626015,3
2024-05-01,8,2,0,8,16,False,1,2.5325203252032518,0.5065040650406504,7.597560975609755,11.649593495934958,False,2,2.0260162601626015,3
2024-06-01,7,2,0,8,15,False,1,2.5325203252032518,0.5065040650406504,8.104065040650406,11.143089430894308,False,2,2.0260162601626015,3
2024-07-01,6,2,0,9,15,False,1,2.5325203252032518,0.5065040650406504,8.104065040650406,10.636585365853659,False,2,2.0260162601626015,3
2024-08-01,7,2,0,8,16,False,1,2.5325203252032518,0.5065040650406504,6.584552845528455,11.143089430894308,False,2,1.5195121951219512,3
2024-09-01,8,2,0,8,16,False,1,2.0260162601626015,0.5065040650406504,6.584552845528455,10.636585365853659,False,2,2.0260162601626015,3
2024-10-01,8,2,0,7,15,False,1,2.0260162601626015,0.5065040650406504,7.0910569105691055,12.15609756097561,False,2,2.0260162601626015,3
2024-11-01,7,3,0,13,16,False,1,2.0260162601626015,0.5065040650406504,6.584552845528455,12.66260162601626,False,2,2.0260162601626015,3
2024-12-01,6,7,0,15,18,False,1,2.0260162601626015,0.5065040650406504,6.584552845528455,12.15609756097561,False,2,1.5195121951219512,3
